Date,Open,High,Low,Close,Volume,Adj Close
2011-11-11,79.629997,79.949997,79.339996,79.720001,15134500,71.154785
2011-11-10,78.529999,79.019997,77.639999,78.699997,18668800,70.244371
2011-11-09,77.900002,78.919998,77.029999,77.389999,24130100,69.075121
2011-11-08,79.25,79.879997,78.629997,79.760002,19023800,71.190488
2011-11-07,78.82,79.489998,78.120003,79.349998,17998100,70.405032
2011-11-04,78.07,78.610001,77.379997,78.519997,18192800,69.668594
2011-11-03,78.190002,79.00,77.440002,78.860001,24480600,69.97027
2011-11-02,77.370003,77.589996,76.50,77.370003,21761300,68.648237
2011-11-01,75.82,77.110001,75.449997,75.940002,35835000,67.379438
2011-10-31,80.589996,80.639999,78.00,78.089996,30616900,69.287067
2011-10-28,80.989998,81.989998,80.440002,81.480003,21753400,72.294926
2011-10-27,81.910004,82.199997,80.690002,81.879997,35489500,72.649829
2011-10-26,80.160004,81.269997,79.279999,81.07,27170500,71.931141
2011-10-25,79.830002,80.489998,79.050003,79.440002,23433400,70.48489
2011-10-24,79.919998,80.50,79.550003,80.169998,19861100,71.132595
2011-10-21,79.589996,80.160004,79.18,80.129997,27855300,71.097103
2011-10-20,78.32,79.110001,77.830002,78.709999,22227600,69.837178
2011-10-19,78.57,79.239998,77.919998,78.43,20910900,69.588743
2011-10-18,77.57,79.510002,77.019997,78.889999,23878500,69.996888
2011-10-17,77.870003,78.489998,77.120003,77.470001,18836200,68.736963
2011-10-14,77.099998,78.230003,77.07,78.110001,17870600,69.304816
2011-10-13,76.220001,76.790001,75.839996,76.370003,19540300,67.760965
2011-10-12,76.739998,77.660004,76.309998,77.160004,22239000,68.461911
2011-10-11,75.779999,76.669998,75.709999,76.269997,17862100,67.672232
2011-10-10,74.730003,76.290001,74.650002,76.279999,20465800,67.681107
2011-10-07,74.470001,74.519997,73.029999,73.559998,23573900,65.267726
2011-10-06,73.300003,74.00,72.629997,73.889999,24869800,65.560528
2011-10-05,72.669998,74.00,72.209999,73.949997,28239800,65.613762
2011-10-04,70.25,73.150002,69.209999,72.830002,36500000,64.620021
2011-10-03,72.050003,73.099998,71.150002,71.150002,31004200,63.129404
2011-09-30,72.760002,74.589996,72.629997,72.629997,30917000,64.442563
2011-09-29,73.120003,74.040001,72.669998,73.879997,27713900,65.551653
2011-09-28,72.43,74.290001,71.860001,72.07,26026500,63.945693
2011-09-27,73.330002,74.339996,72.419998,72.910004,26689900,64.691005
2011-09-26,70.010002,71.889999,69.50,71.720001,30342400,63.635149
2011-09-23,68.459999,70.110001,67.93,69.309998,26583200,61.49682
2011-09-22,69.940002,70.459999,68.169998,69.239998,43223000,61.434711
2011-09-21,73.879997,74.290001,71.830002,71.970001,23806200,63.856967
2011-09-20,73.870003,74.980003,73.440002,74.010002,20420000,65.667003
2011-09-19,72.910004,74.099998,72.50,73.699997,19822500,65.391944
2011-09-16,74.519997,74.75,73.57,74.550003,34652600,66.14613
2011-09-15,73.43,74.059998,72.68,74.010002,21858300,65.667003
2011-09-14,71.959999,73.760002,71.160004,72.639999,26042800,64.451438
2011-09-13,71.760002,71.980003,70.809998,71.650002,22825400,63.57304
2011-09-12,70.339996,71.889999,69.870003,71.839996,26205800,63.741617
2011-09-09,72.169998,72.57,70.589996,71.010002,27969100,63.005187
2011-09-08,73.389999,74.339996,72.540001,72.82,22434800,64.611147
2011-09-07,72.239998,73.650002,71.75,73.650002,23108400,65.347584
2011-09-06,70.139999,71.32,69.910004,71.150002,25416300,63.129404
2011-09-02,72.110001,72.690002,71.50,72.139999,21071800,64.007802
2011-09-01,74.150002,74.860001,73.449997,73.489998,23393500,65.205617
2011-08-31,74.360001,74.870003,73.339996,74.019997,29189000,65.67587
2011-08-30,73.589996,74.400002,72.970001,73.910004,22437000,65.578277
2011-08-29,73.330002,74.220001,72.980003,74.120003,18967100,65.764603
2011-08-26,70.879997,73.00,70.209999,72.639999,26974400,64.451438
2011-08-25,73.639999,73.919998,71.269997,71.769997,30924500,63.679508
2011-08-24,72.959999,73.860001,72.269997,73.540001,22752900,65.249984
2011-08-23,70.599998,73.800003,70.519997,73.660004,38059600,65.356459
2011-08-22,72.150002,72.160004,69.580002,70.18,27202900,62.268749
2011-08-19,70.07,71.980003,69.669998,69.800003,34935300,61.931588
2011-08-18,72.410004,72.790001,70.209999,70.940002,35457700,62.943078
2011-08-17,74.290001,74.75,73.50,74.160004,18269400,65.800095
2011-08-16,73.349998,74.339996,72.830002,73.50,26341400,65.214492
2011-08-15,73.040001,74.379997,72.75,74.290001,23388200,65.915438
2011-08-12,72.360001,73.099998,71.599998,72.00,31129000,63.883584
2011-08-11,68.809998,72.400002,68.629997,71.580002,50328600,63.510931
2011-08-10,70.739998,70.989998,67.459999,68.029999,47758300,60.361113
2011-08-09,70.790001,71.870003,67.029999,71.639999,61753300,63.14715
2011-08-08,72.739998,73.440002,69.900002,70.190002,58857600,61.869049
2011-08-05,75.010002,75.790001,72.07,74.82,47167500,65.950164
2011-08-04,76.68,77.129997,73.510002,73.839996,42624200,65.086339
2011-08-03,77.940002,78.099998,76.459999,77.720001,28373000,68.506374
2011-08-02,78.900002,79.610001,77.82,77.839996,28410500,68.612143
2011-08-01,80.82,81.18,78.739998,79.599998,22864500,70.163499
2011-07-29,80.790001,80.879997,79.760002,79.790001,26609000,70.330977
2011-07-28,81.739998,82.449997,81.150002,81.459999,24556600,71.802999
2011-07-27,83.790001,84.25,83.239998,83.309998,19820600,73.433682
2011-07-26,84.669998,85.099998,84.040001,84.370003,16226700,74.368024
2011-07-25,84.199997,85.129997,84.199997,84.57,14007600,74.544312
2011-07-22,85.199997,85.410004,84.540001,85.220001,13152600,75.117256
2011-07-21,83.860001,85.239998,83.75,85.019997,21359700,74.940962
2011-07-20,83.839996,83.889999,83.169998,83.300003,12808400,73.424872
2011-07-19,82.900002,83.760002,82.800003,83.629997,16424900,73.715746
2011-07-18,82.290001,82.849998,82.080002,82.650002,17343500,72.851927
2011-07-15,82.419998,83.089996,82.260002,83.00,22705100,73.160434
2011-07-14,83.050003,83.110001,82.089996,82.239998,19413200,72.490529
2011-07-13,82.269997,83.459999,82.080002,82.480003,19015100,72.702082
2011-07-12,81.510002,83.010002,81.50,81.889999,22639600,72.182023
2011-07-11,81.300003,82.110001,81.120003,81.900002,20717000,72.190839
2011-07-08,81.580002,82.529999,81.459999,82.419998,18336500,72.649191
2011-07-07,82.269997,82.599998,81.870003,82.360001,18379200,72.596306
2011-07-06,81.400002,81.660004,80.849998,81.57,15042600,71.899959
2011-07-05,81.300003,82.120003,81.260002,81.599998,18859600,71.926401
2011-07-01,81.190002,82.089996,80.589996,82.010002,18050100,72.287799
2011-06-30,80.389999,81.410004,80.269997,81.379997,19942100,71.732481
2011-06-29,79.849998,80.50,79.220001,80.25,18899900,70.736444
2011-06-28,78.57,79.660004,78.379997,79.629997,18421500,70.189942
2011-06-27,76.879997,78.480003,76.720001,77.919998,20606900,68.682661
2011-06-24,78.550003,78.629997,76.779999,76.779999,36292700,67.677808
2011-06-23,78.739998,78.75,77.230003,78.440002,30032800,69.141019
2011-06-22,80.160004,80.669998,79.57,79.82,18599700,70.357419
2011-06-21,80.230003,81.120003,80.010002,80.57,17897300,71.018508
2011-06-20,78.650002,79.949997,78.620003,79.709999,15836400,70.260459
2011-06-17,79.849998,79.949997,78.690002,79.019997,25441200,69.652256
2011-06-16,78.589996,79.510002,78.330002,79.220001,19037500,69.82855
2011-06-15,79.529999,79.889999,78.370003,78.660004,21713900,69.33494
2011-06-14,80.050003,80.82,79.940002,80.379997,16443400,70.85103
2011-06-13,80.00,80.599998,78.839996,79.230003,17854200,69.837367
2011-06-10,80.949997,80.949997,79.720001,79.779999,18965900,70.322161
2011-06-09,81.239998,81.68,80.959999,81.18,17665100,71.556193
2011-06-08,80.610001,81.870003,80.519997,80.760002,23567300,71.185986
2011-06-07,80.610001,81.089996,79.970001,80.00,16188100,70.516081
2011-06-06,80.93,81.190002,80.080002,80.290001,15954300,70.771702
2011-06-03,80.239998,81.790001,80.18,81.18,17281200,71.556193
2011-06-02,81.769997,82.32,80.650002,81.330002,18152600,71.688412
2011-06-01,83.550003,83.650002,81.760002,82.029999,19550200,72.305425
2011-05-31,83.279999,83.75,82.720001,83.470001,23630700,73.574717
2011-05-27,82.739998,83.129997,82.150002,82.629997,11949100,72.834295
2011-05-26,81.599998,82.57,81.190002,82.389999,16873700,72.622748
2011-05-25,80.970001,82.529999,80.839996,81.959999,19347200,72.243724
2011-05-24,81.050003,82.120003,80.940002,81.290001,15687300,71.653153
2011-05-23,80.220001,81.010002,80.07,80.669998,16288500,71.106651
2011-05-20,81.980003,82.25,80.900002,81.57,19003400,71.899959
2011-05-19,82.269997,82.580002,81.339996,82.330002,15229100,72.569863
2011-05-18,80.879997,82.269997,80.43,81.739998,17957000,72.049804
2011-05-17,79.989998,80.790001,79.599998,80.410004,18067800,70.877479
2011-05-16,80.220001,81.269997,80.120003,80.239998,16435100,70.727627
2011-05-13,81.290001,81.769997,80.220001,80.870003,17628500,71.282946
2011-05-12,80.620003,81.589996,79.419998,81.050003,21853600,71.441607
2011-05-11,82.510002,82.690002,80.440002,81.120003,24192000,71.503308
2011-05-10,83.080002,83.760002,82.50,83.339996,17695700,73.045839
2011-05-09,83.010002,83.720001,82.160004,83.18,18254600,72.905605
2011-05-06,83.269997,84.099998,81.849998,82.690002,26314700,72.476132
2011-05-05,83.519997,83.989998,81.589996,82.620003,27491200,72.414779
2011-05-04,85.190002,85.599998,83.910004,84.809998,22867000,74.334265
2011-05-03,86.589996,86.779999,85.040001,85.620003,18417100,75.044219
2011-05-02,88.099998,88.129997,86.470001,86.970001,18651200,76.227465
2011-04-29,87.43,88.00,87.029999,87.980003,17352300,77.112712
2011-04-28,87.029999,87.50,86.529999,87.339996,18705300,76.551759
2011-04-27,87.480003,87.900002,86.290001,87.779999,17755800,76.937412
2011-04-26,86.43,87.480003,86.260002,87.419998,17908800,76.621879
2011-04-25,86.290001,86.50,85.889999,86.220001,9852800,75.570105
2011-04-21,85.769997,86.43,85.559998,86.360001,12797200,75.692812
2011-04-20,85.050003,85.68,84.870003,85.650002,15447600,75.070512
2011-04-19,82.970001,83.989998,82.970001,83.800003,12770800,73.449025
2011-04-18,83.110001,84.00,82.440002,83.099998,15107300,72.835485
2011-04-15,83.800003,84.470001,83.360001,84.290001,17022500,73.878499
2011-04-14,82.379997,83.839996,82.379997,83.440002,15717500,73.133492
2011-04-13,83.580002,83.949997,82.559998,83.160004,14489400,72.888079
2011-04-12,84.239998,84.25,82.669998,83.18,20728800,72.905605
2011-04-11,85.949997,86.150002,84.779999,85.160004,13026500,74.641039
2011-04-08,86.00,86.220001,85.360001,85.949997,15943200,75.333452
2011-04-07,85.160004,85.790001,84.910004,85.760002,16006700,75.166925
2011-04-06,85.730003,85.889999,84.959999,85.18,13339700,74.658565
2011-04-05,84.68,85.940002,84.559998,85.419998,17122600,74.868919
2011-04-04,84.260002,84.93,84.07,84.870003,13096100,74.386859
2011-04-01,84.720001,84.839996,84.169998,84.68,15531500,74.220325
2011-03-31,84.82,84.940002,84.110001,84.129997,15317800,73.738259
2011-03-30,83.800003,84.860001,83.510002,84.489998,15770400,74.053792
2011-03-29,83.160004,83.889999,82.610001,83.25,16277400,72.966959
2011-03-28,83.860001,84.010002,83.449997,83.470001,14608200,73.159785
2011-03-25,82.989998,83.93,82.82,83.620003,16497300,73.291259
2011-03-24,82.779999,83.470001,82.550003,82.730003,17009000,72.511192
2011-03-23,82.650002,83.00,82.00,82.599998,15390600,72.397245
2011-03-22,83.099998,83.230003,82.330002,82.559998,16209700,72.362185
2011-03-21,81.870003,83.330002,81.860001,82.839996,18207000,72.607599
2011-03-18,81.769997,82.330002,80.849998,80.849998,28895900,70.863405
2011-03-17,80.379997,81.50,80.230003,81.160004,21941300,71.135119
2011-03-16,81.230003,81.809998,78.800003,79.309998,33396500,69.513625
2011-03-15,80.169998,82.089996,79.75,81.389999,23191300,71.336705
2011-03-14,81.669998,82.639999,81.459999,82.379997,16383200,72.204419
2011-03-11,81.019997,82.910004,80.099998,82.120003,17607100,71.976539
2011-03-10,83.800003,83.800003,81.199997,81.379997,25996300,71.327939
2011-03-09,84.120003,84.550003,83.559998,84.379997,13306600,73.957379
2011-03-08,84.599998,85.110001,83.75,84.599998,17658200,74.150205
2011-03-07,85.839996,86.080002,84.690002,84.720001,18062700,74.255385
2011-03-04,85.919998,86.00,84.699997,85.080002,20028600,74.570919
2011-03-03,85.459999,85.949997,85.050003,85.82,17153500,75.219512
2011-03-02,84.589996,85.32,83.550003,85.080002,17423600,74.570919
2011-03-01,86.410004,86.50,84.699997,84.800003,23001800,74.325505
2011-02-28,85.870003,86.559998,85.489998,85.529999,24507000,74.965332
2011-02-25,85.790001,86.239998,85.290001,85.339996,22230300,74.798799
2011-02-24,87.199997,87.529999,85.459999,85.970001,28577100,75.350985
2011-02-23,86.00,88.230003,85.470001,87.07,38624600,76.315112
2011-02-22,84.970001,86.699997,84.730003,85.440002,32580400,74.886452
2011-02-18,83.910004,84.50,83.50,84.50,22839500,74.062559
2011-02-17,83.970001,83.970001,83.050003,83.879997,17853500,73.519139
2011-02-16,83.059998,83.860001,82.860001,83.690002,16673500,73.352612
2011-02-15,84.790001,84.889999,82.669998,82.970001,25684600,72.721545
2011-02-14,82.07,85.110001,81.889999,84.910004,33108300,74.421919
2011-02-11,82.230003,83.410004,82.230003,82.82,15993500,72.590072
2011-02-10,81.68,83.309998,81.610001,83.199997,21050500,72.923132
2011-02-09,82.440002,82.779999,81.769997,82.550003,15890900,72.353425
2011-02-08,83.50,83.650002,82.639999,82.980003,17463500,72.730312
2011-02-07,83.449997,84.00,83.360001,83.93,15304300,73.177313
2011-02-04,83.25,83.519997,82.849998,83.279999,16558300,72.610587
2011-02-03,83.059998,83.550003,82.459999,83.440002,19647700,72.750092
2011-02-02,83.589996,83.980003,83.260002,83.410004,18176900,72.723936
2011-02-01,81.139999,83.959999,81.040001,83.910004,40829600,73.159879
2011-01-31,79.919998,80.82,79.010002,80.68,34514400,70.343687
2011-01-28,79.779999,79.889999,78.870003,78.989998,26300600,68.870199
2011-01-27,79.839996,79.980003,79.339996,79.879997,17003500,69.646176
2011-01-26,78.709999,79.860001,78.489998,79.660004,25555400,69.454367
2011-01-25,78.220001,78.989998,77.93,78.68,21626300,68.599917
2011-01-24,78.849998,79.18,78.089996,78.589996,24871600,68.521444
2011-01-21,78.209999,79.099998,78.059998,78.980003,25084400,68.861485
2011-01-20,77.980003,78.160004,76.769997,77.75,29121600,67.789064
2011-01-19,78.629997,78.93,78.129997,78.239998,21844100,68.216285
2011-01-18,77.790001,78.849998,77.720001,78.709999,23883600,68.626072
2011-01-14,76.669998,78.00,76.50,77.839996,23478700,67.86753
2011-01-13,76.650002,76.82,75.980003,76.709999,20438100,66.882302
2011-01-12,75.940002,76.620003,75.669998,76.580002,17363000,66.76896
2011-01-11,75.019997,75.860001,75.019997,75.690002,15805400,65.992982
2011-01-10,75.129997,75.269997,74.580002,75.129997,20766400,65.504722
2011-01-07,75.209999,75.900002,75.089996,75.589996,19297700,65.905789
2011-01-06,74.900002,75.43,74.669998,75.18,22525300,65.548319
2011-01-05,74.669998,74.870003,74.139999,74.699997,16550800,65.129811
2011-01-04,74.709999,74.949997,74.419998,74.900002,20028500,65.304192
2011-01-03,73.720001,74.790001,73.639999,74.550003,23320700,64.999034
2010-12-31,73.160004,73.510002,73.019997,73.120003,15273700,63.752238
2010-12-30,73.290001,73.510002,73.050003,73.360001,10790400,63.961489
2010-12-29,73.410004,73.690002,73.339996,73.370003,11797700,63.970209
2010-12-28,73.199997,73.559998,72.959999,73.419998,14423400,64.0138
2010-12-27,72.809998,73.300003,72.809998,73.010002,9757200,63.65633
2010-12-23,72.940002,73.199997,72.830002,73.199997,11390900,63.821984
2010-12-22,72.940002,73.00,72.650002,72.800003,14606600,63.473235
2010-12-21,72.43,72.970001,72.230003,72.720001,21772800,63.403483
2010-12-20,72.239998,72.50,71.879997,72.220001,16045800,62.96754
2010-12-17,72.110001,72.389999,71.779999,72.169998,36761300,62.923943
2010-12-16,71.919998,72.330002,71.57,72.220001,18513900,62.96754
2010-12-15,71.870003,72.309998,71.790001,71.849998,20979000,62.64494
2010-12-14,72.230003,72.50,71.93,72.18,20625900,62.932664
2010-12-13,72.410004,72.75,72.07,72.360001,21170500,63.089604
2010-12-10,72.18,72.18,71.620003,72.18,17699500,62.932664
2010-12-09,72.050003,72.139999,71.330002,72.00,17971600,62.775724
2010-12-08,71.870003,72.220001,71.480003,71.849998,22654900,62.64494
2010-12-07,71.910004,72.18,71.419998,71.459999,23694600,62.304906
2010-12-06,71.199997,71.599998,71.059998,71.309998,15985400,62.174122
2010-12-03,71.010002,71.300003,70.889999,71.190002,19457100,62.0695
2010-12-02,71.190002,71.660004,70.949997,71.480003,21274800,62.322347
2010-12-01,70.379997,71.550003,70.379997,71.330002,26590200,62.191563
2010-11-30,68.550003,69.75,68.32,69.559998,27524300,60.648323
2010-11-29,68.860001,69.639999,68.300003,69.449997,20021200,60.552415
2010-11-26,69.300003,69.43,68.900002,69.230003,7324600,60.360606
2010-11-24,69.25,70.00,69.190002,69.879997,19335600,60.927326
2010-11-23,68.800003,69.150002,68.32,68.980003,22672000,60.142634
2010-11-22,70.099998,70.300003,68.790001,70.190002,18907900,61.197615
2010-11-19,70.199997,70.589996,69.360001,70.540001,24116400,61.502773
2010-11-18,69.650002,70.389999,69.639999,70.309998,18322900,61.302237
2010-11-17,68.839996,69.379997,68.559998,69.010002,17471800,60.16879
2010-11-16,69.620003,69.82,68.559998,68.940002,27543400,60.107758
2010-11-15,71.010002,71.220001,70.440002,70.480003,18779600,61.450462
2010-11-12,71.379997,71.400002,70.43,70.989998,24598100,61.895119
2010-11-11,71.00,71.900002,70.730003,71.830002,23788900,62.627506
2010-11-10,70.959999,71.160004,70.150002,71.129997,25482400,62.017182
2010-11-09,70.290001,71.110001,70.099998,70.629997,33938100,61.581239
2010-11-08,69.489998,70.419998,69.459999,70.32,23628000,60.927331
2010-11-05,69.440002,70.00,69.400002,70.00,26531700,60.650074
2010-11-04,68.400002,69.599998,68.290001,69.379997,31221400,60.112885
2010-11-03,68.230003,68.269997,67.32,67.970001,26545300,58.891223
2010-11-02,67.32,68.25,67.209999,67.839996,26192200,58.778583
2010-11-01,66.720001,67.209999,66.629997,66.949997,22372700,58.007461
2010-10-29,66.099998,66.559998,65.989998,66.489998,19265600,57.608904
2010-10-28,66.43,66.699997,66.050003,66.220001,20464200,57.374971
2010-10-27,65.949997,65.989998,65.089996,65.669998,23358900,56.898432
2010-10-26,65.959999,66.57,65.809998,66.529999,17652900,57.643562
2010-10-25,66.68,66.809998,66.160004,66.199997,16516600,57.357639
2010-10-22,66.510002,66.550003,66.129997,66.339996,13332800,57.478938
2010-10-21,66.290001,66.800003,65.650002,66.32,21291200,57.461613
2010-10-20,65.470001,66.389999,65.349998,66.010002,20543900,57.193022
2010-10-19,65.589996,66.040001,64.589996,65.120003,25367400,56.4219
2010-10-18,65.190002,66.540001,65.029999,66.279999,22481700,57.426955
2010-10-15,65.639999,65.650002,64.82,65.190002,25500700,56.482549
2010-10-14,65.050003,65.449997,64.870003,65.300003,17778100,56.577857
2010-10-13,64.839996,65.290001,64.57,65.040001,22560500,56.352584
2010-10-12,64.309998,64.889999,63.93,64.699997,20732000,56.057994
2010-10-11,64.360001,64.809998,64.309998,64.550003,13848900,55.928035
2010-10-08,63.810001,64.529999,63.630001,64.379997,22370500,55.780737
2010-10-07,63.959999,64.00,63.369999,63.849998,19468400,55.32153
2010-10-06,63.18,63.939999,63.18,63.939999,21645200,55.399509
2010-10-05,62.59,63.400002,62.43,63.259998,25185400,54.810337
2010-10-04,62.52,62.73,61.84,62.189999,16902500,53.883257
2010-10-01,62.32,62.580002,61.799999,62.540001,24160200,54.18651
2010-09-30,61.950001,62.439999,61.470001,61.790001,25460200,53.536687
2010-09-29,61.77,62.02,61.27,61.59,21158000,53.363401
2010-09-28,61.630001,62.259998,61.27,62.060001,18806700,53.770624
2010-09-27,61.990002,62.080002,61.68,61.709999,16642800,53.467371
2010-09-24,61.509998,62.130001,61.360001,61.75,25145300,53.502029
2010-09-23,60.990002,61.57,60.900002,61.150002,18097800,52.982173
2010-09-22,61.560001,62.00,61.41,61.450001,18207700,53.242101
2010-09-21,61.650002,61.900002,61.25,61.540001,20525200,53.32008
2010-09-20,61.040001,61.82,60.950001,61.549999,21788100,53.328743
2010-09-17,61.189999,61.299999,60.630001,60.779999,26447200,52.661592
2010-09-16,60.849998,60.990002,60.450001,60.970001,16432500,52.826215
2010-09-15,60.759998,61.029999,60.360001,61.00,18769900,52.852207
2010-09-14,60.84,61.34,60.75,61.009998,17977500,52.86087
2010-09-13,61.389999,61.52,60.540001,61.00,23141800,52.852207
2010-09-10,61.380001,61.48,60.950001,61.200001,14488400,53.025494
2010-09-09,61.50,61.59,60.91,61.049999,16525200,52.895528
2010-09-08,60.66,61.259998,60.630001,60.75,17380600,52.6356
2010-09-07,60.889999,61.07,60.450001,60.549999,19435700,52.462313
2010-09-03,61.200001,61.599998,60.75,61.32,21982900,53.129464
2010-09-02,60.490002,61.060001,60.369999,61.060001,18662600,52.904194
2010-09-01,60.040001,60.959999,59.720001,60.91,26286200,52.774228
2010-08-31,58.75,59.540001,58.50,59.110001,26985400,51.214656
2010-08-30,59.560001,59.900002,58.959999,59.00,16265100,51.119348
2010-08-27,58.720001,59.959999,58.049999,59.799999,28279500,51.812491
2010-08-26,59.360001,59.50,58.330002,58.48,22320900,50.668804
2010-08-25,58.689999,59.400002,58.419998,58.91,20944000,51.041369
2010-08-24,58.959999,59.450001,58.790001,58.939999,25679100,51.067361
2010-08-23,58.970001,60.049999,58.900002,59.50,21337700,51.552563
2010-08-20,59.02,59.07,58.549999,58.889999,21008800,51.02404
2010-08-19,59.93,60.060001,58.900002,59.290001,21174500,51.370613
2010-08-18,60.669998,60.720001,59.630001,60.150002,20071500,52.115743
2010-08-17,60.490002,61.16,60.139999,60.82,20122200,52.69625
2010-08-16,59.599998,60.25,59.25,59.880001,14301100,51.881807
2010-08-13,59.959999,60.450001,59.799999,59.91,14651300,51.907799
2010-08-12,59.700001,60.560001,59.560001,60.23,16951300,52.185056
2010-08-11,60.549999,60.66,60.200001,60.389999,24281300,52.323685
2010-08-10,61.849998,62.169998,61.450001,61.93,23188500,53.276755
2010-08-09,62.560001,62.669998,62.18,62.450001,14731300,53.724098
2010-08-06,61.919998,62.50,61.25,61.970001,23097300,53.311167
2010-08-05,62.279999,62.709999,61.849998,62.709999,19985300,53.947768
2010-08-04,62.860001,62.889999,62.27,62.720001,21033800,53.956372
2010-08-03,61.98,62.990002,61.880001,62.720001,31075800,53.956372
2010-08-02,60.639999,62.040001,60.610001,61.939999,28144000,53.285357
2010-07-30,60.150002,60.509998,59.599998,59.68,29354600,51.341139
2010-07-29,61.419998,61.880001,60.290001,60.34,33763000,51.90892
2010-07-28,60.73,61.27,60.73,60.91,23511100,52.399276
2010-07-27,60.619999,60.900002,60.389999,60.810001,22400800,52.31325
2010-07-26,59.700001,60.439999,59.630001,60.389999,20236500,51.951933
2010-07-23,59.259998,59.810001,58.799999,59.720001,19281400,51.375551
2010-07-22,58.709999,59.790001,58.66,59.380001,27051400,51.083058
2010-07-21,59.130001,59.130001,57.599998,58.169998,26859700,50.042124
2010-07-20,57.68,58.990002,57.669998,58.950001,23807300,50.71314
2010-07-19,58.330002,58.740002,58.099998,58.43,20960000,50.265797
2010-07-16,58.84,59.110001,57.810001,57.959999,35805700,49.861467
2010-07-15,59.360001,59.490002,58.59,59.27,24737300,50.988427
2010-07-14,59.220001,59.34,58.619999,59.259998,26061100,50.979823
2010-07-13,59.599998,59.720001,59.040001,59.419998,30514200,51.117466
2010-07-12,58.290001,58.939999,58.200001,58.939999,23515000,50.704535
2010-07-09,58.759998,59.009998,58.299999,58.779999,25976500,50.566892
2010-07-08,59.130001,59.200001,58.130001,58.810001,40430300,50.592702
2010-07-07,57.369999,58.450001,57.259998,58.43,41797200,50.265797
2010-07-06,57.169998,57.59,56.77,57.459999,36912100,49.431331
2010-07-02,56.849998,56.990002,55.939999,56.57,32767900,48.665687
2010-07-01,56.98,57.27,56.169998,56.610001,47746400,48.700099
2010-06-30,57.330002,57.73,56.919998,57.07,43944900,49.095824
2010-06-29,58.00,58.09,57.00,57.290001,52525000,49.285086
2010-06-28,59.310001,59.389999,58.470001,58.470001,43013000,50.300209
2010-06-25,60.150002,60.240002,59.099998,59.099998,118023500,50.842179
2010-06-24,60.82,61.200001,59.869999,60.07,34188500,51.676646
2010-06-23,61.709999,62.259998,60.900002,61.099998,38058900,52.562727
2010-06-22,63.130001,63.200001,61.790001,61.939999,26147000,53.285357
2010-06-21,64.099998,64.50,62.849998,63.130001,24877600,54.309085
2010-06-18,62.779999,63.369999,62.400002,63.099998,32747000,54.283274
2010-06-17,62.419998,62.700001,61.950001,62.599998,23310200,53.853137
2010-06-16,61.970001,62.619999,61.900002,62.509998,20652700,53.775712
2010-06-15,61.889999,62.57,61.490002,62.509998,24532600,53.775712
2010-06-14,62.060001,62.459999,61.32,61.369999,24667800,52.795001
2010-06-11,61.68,61.919998,61.18,61.860001,21227100,53.216536
2010-06-10,61.50,62.00,61.16,61.889999,33020100,53.242344
2010-06-09,61.580002,61.599998,59.82,60.029999,31693200,51.642234
2010-06-08,59.619999,61.439999,59.380001,61.240002,48460700,52.683168
2010-06-07,59.98,60.41,59.200001,59.299999,28389500,51.014234
2010-06-04,60.740002,61.049999,59.290001,59.529999,45019200,51.212097
2010-06-03,61.23,62.009998,60.599998,61.560001,32383700,52.958455
2010-06-02,59.509998,60.799999,59.23,60.77,28668400,52.278838
2010-06-01,60.380001,60.860001,59.139999,59.25,32972000,50.971221
2010-05-28,61.209999,61.669998,60.279999,60.459999,32078700,52.012152
2010-05-27,60.50,61.549999,60.099998,61.459999,31911500,52.872426
2010-05-26,60.080002,60.459999,59.119999,59.310001,34028900,51.022839
2010-05-25,58.990002,59.779999,58.459999,59.709999,50533800,51.366947
2010-05-24,60.740002,61.00,60.130001,60.189999,27847800,51.779878
2010-05-21,59.16,60.950001,59.16,60.880001,52802900,52.373469
2010-05-20,61.470001,61.68,60.209999,60.330002,57194500,51.900319
2010-05-19,62.459999,62.939999,62.00,62.450001,36722500,53.724098
2010-05-18,64.050003,64.269997,62.419998,62.790001,34457000,54.016591
2010-05-17,63.740002,63.880001,62.259998,63.27,31923700,54.429522
2010-05-14,64.50,64.730003,62.91,63.599998,38815400,54.713411
2010-05-13,64.870003,65.269997,64.32,64.739998,26791600,55.694123
2010-05-12,64.639999,65.339996,64.50,64.910004,25390700,55.840374
2010-05-11,64.620003,65.00,64.230003,64.459999,29790600,55.453247
2010-05-10,65.419998,65.75,64.519997,65.230003,38337600,55.737144
2010-05-07,64.50,64.919998,63.23,63.700001,69004800,54.429801
2010-05-06,65.790001,66.230003,58.459999,63.889999,58336300,54.59215
2010-05-05,65.940002,66.940002,65.830002,66.169998,30260300,56.540342
2010-05-04,67.150002,67.260002,66.00,66.470001,31646100,56.796686
2010-05-03,68.110001,68.220001,67.18,67.839996,30734900,57.967307
2010-04-30,68.900002,69.309998,67.730003,67.769997,43762100,57.907495
2010-04-29,68.449997,69.660004,68.239998,68.660004,47200900,58.66798
2010-04-28,68.870003,69.540001,68.610001,69.190002,33243500,59.120848
2010-04-27,69.010002,70.00,68.199997,68.269997,36374700,58.33473
2010-04-26,69.029999,69.529999,68.93,69.290001,18237100,59.206294
2010-04-23,68.50,69.269997,68.18,69.239998,24340000,59.163568
2010-04-22,68.519997,68.730003,68.220001,68.559998,21654700,58.582527
